request_id,status,recommended_payment_option_id,recommended_payment_method,amount_safe_to_pay,earliest_safe_full_payment_date,payment_schedule,spending_interventions,explanation
request_90,REJECTED,none,none,0.0,none,none,none,"Request #90 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with existing financial constraints."
request_91,REJECTED,none,none,0.0,none,none,none,"Request #91 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_92,REJECTED,none,none,0.0,none,none,none,"Request 92 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with existing financial constraints."
request_93,REJECTED,none,none,0.0,none,none,none,"Request 93 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_94,REJECTED,none,none,0.0,none,none,none,"Request 94 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_95,REJECTED,none,none,0.0,none,none,none,"Request #95 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with existing financial constraints."
request_96,REJECTED,none,none,0.0,none,none,none,"Request #96 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_97,REJECTED,none,none,0.0,none,none,none,"Request 97 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_98,REJECTED,none,none,0.0,none,none,none,"Request 98 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_99,REJECTED,none,none,0.0,none,none,none,"Request 99 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_100,REJECTED,none,none,0.0,none,none,none,"Request 100 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_101,REJECTED,none,none,0.0,none,none,none,"Request 101 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_102,REJECTED,none,none,0.0,none,none,none,"Request 102 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_103,REJECTED,none,none,0.0,none,none,none,Request 103 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_104,REJECTED,none,none,0.0,none,none,none,"Request 104 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_105,REJECTED,none,none,0.0,none,none,none,"Request 105 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_106,REJECTED,none,none,0.0,none,none,none,Request 106 was rejected due to a tight liquidity buffer. No payments were made and no interventions were applied.
request_107,REJECTED,none,none,0.0,none,none,none,"Request 107 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_108,REJECTED,none,none,0.0,none,none,none,"Request 108 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_109,REJECTED,none,none,0.0,none,none,none,"The request (request_109) was rejected due to a tight liquidity buffer. No interventions were applied, and total paid remained at $0.00."
request_110,REJECTED,none,none,0.0,none,none,none,"Request 110 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_111,REJECTED,none,none,0.0,none,none,none,"Request 111 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_112,REJECTED,none,none,0.0,none,none,none,"Request 112 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_113,REJECTED,none,none,0.0,none,none,none,"Request 113 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were required."
request_114,REJECTED,none,none,0.0,none,none,none,"Request 114 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_115,REJECTED,none,none,0.0,none,none,none,Request 115 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_116,REJECTED,none,none,0.0,none,none,none,"Request 116 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_117,REJECTED,none,none,0.0,none,none,none,"Request 117 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_118,REJECTED,none,none,0.0,none,none,none,"Request 118 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with established financial constraints."
request_119,REJECTED,none,none,0.0,none,none,none,"Request 119 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were required."
request_120,REJECTED,none,none,0.0,none,none,none,"Request 120 was rejected due to a tight liquidity buffer. No interventions were required, and no funds were paid."
request_121,REJECTED,none,none,0.0,none,none,none,"Request 121 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_122,REJECTED,none,none,0.0,none,none,none,Request 122 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_123,REJECTED,none,none,0.0,none,none,none,"Request 123 was rejected due to a tight liquidity buffer. No payment was made, and there were no interventions applied."
request_124,REJECTED,none,none,0.0,none,none,none,"Request 124 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_125,REJECTED,none,none,0.0,none,none,none,"Request 125 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with established financial constraints."
request_126,REJECTED,none,none,0.0,none,none,none,"Request 126 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_127,REJECTED,none,none,0.0,none,none,none,"Request 127 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_128,REJECTED,none,none,0.0,none,none,none,Request 128 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_129,REJECTED,none,none,0.0,none,none,none,"Request 129 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_130,REJECTED,none,none,0.0,none,none,none,"Request 130 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_131,REJECTED,none,none,0.0,none,none,none,"Request 131 was rejected due to a tight liquidity buffer. No interventions were required, and no funds were paid."
request_132,REJECTED,none,none,0.0,none,none,none,"Request 132 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_133,REJECTED,none,none,0.0,none,none,none,"Request 133 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_134,REJECTED,none,none,0.0,none,none,none,"Request 134 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with the specified constraints."
request_135,REJECTED,none,none,0.0,none,none,none,"Request 135 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_136,REJECTED,none,none,0.0,none,none,none,"Request 136 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_137,REJECTED,none,none,0.0,none,none,none,"Request 137 was rejected due to a tight liquidity buffer. No interventions were required, and no funds were paid."
request_138,REJECTED,none,none,0.0,none,none,none,"Request 138 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_139,REJECTED,none,none,0.0,none,none,none,"Request 139 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_140,REJECTED,none,none,0.0,none,none,none,Request 140 was rejected due to a tight liquidity buffer. No interventions were required as total payments were $0.00.
request_141,REJECTED,none,none,0.0,none,none,none,"Request 141 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_142,REJECTED,none,none,0.0,none,none,none,"Request 142 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_143,REJECTED,none,none,0.0,none,none,none,"Request 143 was rejected due to a tight liquidity buffer. No interventions were required, and no funds were paid."
request_144,REJECTED,none,none,0.0,none,none,none,"Request 144 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_145,REJECTED,none,none,0.0,none,none,none,"Request 145 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_146,REJECTED,none,none,0.0,none,none,none,"Request 146 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_147,REJECTED,none,none,0.0,none,none,none,"Request 147 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_148,REJECTED,none,none,0.0,none,none,none,"Request 148 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_149,REJECTED,none,none,0.0,none,none,none,"Request 149 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_150,REJECTED,none,none,0.0,none,none,none,"Request 150 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_151,REJECTED,none,none,0.0,none,none,none,"Request 151 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_152,REJECTED,none,none,0.0,none,none,none,"Request 152 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_153,REJECTED,none,none,0.0,none,none,none,"Request 153 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_154,REJECTED,none,none,0.0,none,none,none,"Request 154 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_155,REJECTED,none,none,0.0,none,none,none,Request 155 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_156,REJECTED,none,none,0.0,none,none,none,"Request 156 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraint."
request_157,REJECTED,none,none,0.0,none,none,none,"Request 157 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_158,REJECTED,none,none,0.0,none,none,none,"Request 158 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_159,REJECTED,none,none,0.0,none,none,none,"Request 159 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with existing financial constraints."
request_160,REJECTED,none,none,0.0,none,none,none,"Request 160 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were required."
request_161,REJECTED,none,none,0.0,none,none,none,"Request 161 was rejected due to a tight liquidity buffer. No payments were made, and there were no interventions associated with this decision."
request_162,REJECTED,none,none,0.0,none,none,none,"Request 162 was rejected due to a tight liquidity buffer. No payments were made, and there were no interventions applied."
request_163,REJECTED,none,none,0.0,none,none,none,"Request 163 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_164,REJECTED,none,none,0.0,none,none,none,"Request 164 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_165,REJECTED,none,none,0.0,none,none,none,"Request 165 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with existing financial constraints."
request_166,REJECTED,none,none,0.0,none,none,none,"Request 166 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were required."
request_167,REJECTED,none,none,0.0,none,none,none,"Request 167 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_168,REJECTED,none,none,0.0,none,none,none,"Request 168 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_169,REJECTED,none,none,0.0,none,none,none,"Request 169 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were required."
request_170,REJECTED,none,none,0.0,none,none,none,"Request 170 was rejected due to a tight liquidity buffer, with no payment made. No interventions were required or implemented."
request_171,REJECTED,none,none,0.0,none,none,none,"Request 171 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_172,REJECTED,none,none,0.0,none,none,none,"Request 172 was rejected due to a tight liquidity buffer. No interventions were required, and no funds were paid."
request_173,REJECTED,none,none,0.0,none,none,none,"Request 173 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_174,REJECTED,none,none,0.0,none,none,none,"Request 174 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with established financial constraints."
request_175,REJECTED,none,none,0.0,none,none,none,"Request 175 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_176,REJECTED,none,none,0.0,none,none,none,"Request 176 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_177,REJECTED,none,none,0.0,none,none,none,"Request 177 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_178,REJECTED,none,none,0.0,none,none,none,"Request 178 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_179,REJECTED,none,none,0.0,none,none,none,"Request 179 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_180,REJECTED,none,none,0.0,none,none,none,"Request 180 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_181,REJECTED,none,none,0.0,none,none,none,"Request 181 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_182,REJECTED,none,none,0.0,none,none,none,"Request 182 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraint."
request_183,REJECTED,none,none,0.0,none,none,none,"Request 183 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_184,REJECTED,none,none,0.0,none,none,none,"Request 184 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_185,REJECTED,none,none,0.0,none,none,none,"Request 185 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_186,REJECTED,none,none,0.0,none,none,none,"Request 186 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_187,REJECTED,none,none,0.0,none,none,none,"Request 187 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_188,REJECTED,none,none,0.0,none,none,none,"Request 188 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_189,REJECTED,none,none,0.0,none,none,none,"Request 189 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_190,REJECTED,none,none,0.0,none,none,none,"Request 190 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_191,REJECTED,none,none,0.0,none,none,none,"Request 191 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_192,REJECTED,none,none,0.0,none,none,none,"Request 192 was rejected due to a tight liquidity buffer. No payments were made, and no interventions were applied."
request_193,REJECTED,none,none,0.0,none,none,none,"Request 193 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_194,REJECTED,none,none,0.0,none,none,none,"Request 194 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_195,REJECTED,none,none,0.0,none,none,none,"Request 195 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_196,REJECTED,none,none,0.0,none,none,none,"Request 196 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_197,REJECTED,none,none,0.0,none,none,none,"Request 197 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with the specified constraints."
request_198,REJECTED,none,none,0.0,none,none,none,"Request 198 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_199,REJECTED,none,none,0.0,none,none,none,"Request 199 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_200,REJECTED,none,none,0.0,none,none,none,Request #200 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_201,REJECTED,none,none,0.0,none,none,none,"Request #201 was rejected due to a tight liquidity buffer. No interventions were required, and no funds were paid."
request_202,REJECTED,none,none,0.0,none,none,none,"Request #202 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with established financial constraints."
request_203,REJECTED,none,none,0.0,none,none,none,Request 203 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_204,REJECTED,none,none,0.0,none,none,none,"Request #204 was rejected due to a tight liquidity buffer. No interventions were applied, and no funds were paid."
request_205,REJECTED,none,none,0.0,none,none,none,Request 205 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_206,REJECTED,none,none,0.0,none,none,none,Request 206 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_207,REJECTED,none,none,0.0,none,none,none,Request 207 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_208,REJECTED,none,none,0.0,none,none,none,"Request 208 was rejected due to a tight liquidity buffer, resulting in $0.00 total paid and no interventions. This decision aligns with existing financial constraints."
request_209,REJECTED,none,none,0.0,none,none,none,Request 209 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_210,REJECTED,none,none,0.0,none,none,none,"Request 210 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the stated constraints."
request_211,REJECTED,none,none,0.0,none,none,none,Request 211 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_212,REJECTED,none,none,0.0,none,none,none,Request 212 was rejected due to a tight liquidity buffer. No interventions were required as the total paid was $0.00.
request_213,REJECTED,none,none,0.0,none,none,none,"Request 213 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_214,REJECTED,none,none,0.0,none,none,none,"Request 214 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision reflects the current financial constraints."
request_215,REJECTED,none,none,0.0,none,none,none,"Request 215 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. The request utilized no specific method."
request_216,REJECTED,none,none,0.0,none,none,none,"Request 216 was rejected due to a tight liquidity buffer, with no payment made and no interventions applied. This decision aligns with the specified constraints."
request_217,REJECTED,none,none,0.0,none,none,none,"Request 217 was rejected due to a tight liquidity buffer, with no payment made. No interventions were required or applied."
